employee_id,employee_code,first_name,last_name,gender,date_of_birth,join_date,department,designation,manager_id,zone,region,state,city,hq_code,email,phone,employment_status,base_salary,incentive_plan,source_system,created_at,updated_at,batch_id,extra_notes
E100162,EMP1162,Rohit,Yadav,Male,1992-06-25,2022-03-30,Sales,Zonal Sales Manager,,South,Andhra Pradesh,Andhra Pradesh,Guntur,HQ-S-727,rohit.yadav162@pharmaco.com,+91-7222677762,Active,"13,95,567.00",Plan B,SFA App,2024-07-11 02:11:08,2025-05-29 03:40:29,BATCH_20260313_003,New Joiner
E100163,EMP1163,Diya,Jain,Female,1975-12-29,2020-12-31,Sales,Medical Representative,E100027,East,Assam,Assam,Silchar,HQ-E-254,,+91-7804930077,Active,"13,25,211.00",Plan B,SFA App,2025-12-14 01:21:05,2026-03-08 04:03:17,BATCH_20260313_002,
E100164,EMP1164,Diya,Mehta,Male,1986-03-02,2016-05-14,Supply Chain,Territory Business Executive,E100114,Central,Bihar,Bihar,Patna,HQ-C-633,diya.mehta164@pharmaco.com,+91-7671270375,Active,"9,34,540.00",Plan B,CRM,2025-10-06 23:02:47,2025-10-09 16:07:16,BATCH_20260313_002,Promoted
E100165,EMP1165,Myra,Reddy,Male,1982-07-05,2015-03-03,Sales,Medical Representative,E100150,South,Telangana,Telangana,Hyderabad,HQ-S-807,myra.reddy165@pharmaco.com,+91-7595145112,Active,"8,01,608.00",Plan A,SFA App,2024-04-03 21:39:21,2026-01-24 20:03:03,BATCH_20260313_002,Transferred
E100166,EMP1166,Divya,GUpta,Female,1990-07-31,2022-03-25,Sales,Area Sales Manager,E100113,Central,Madhya Pradesh,Madhya Pradesh,Bhopal,HQ-C-140,divya.gupta166@pharmaco.com,+91-7265789564,Active,"13,07,797.00",Plan A,CRM,2025-07-10 11:20:46,2025-08-28 08:55:53,BATCH_20260313_003,Backfill
E100167,EMP1167,Ishaan,Bose,Male,1995-05-15,2019-02-12,Sales,Medical Representative,E100164,South,Karnataka,Karnataka,Hubballi,HQ-S-735,ishaan.bose167@pharmaco.com,+91-8827331508,On Leave,"10,92,627.00",Plan A,SFA App,2025-07-18 04:39:18,2025-06-15 13:41:20,BATCH_20260313_001,
E100168,EMP1168,Krishna,Iyer,Female,1983-08-06,2020-06-11,Finance,Medical Representative,E100147,Central,Madhya Pradesh,Madhya Pradesh,Bhopal,HQ-C-362,,+91-9083121646,Active,"7,17,755.00",Plan C,SFA App,2024-03-22 14:51:40,2025-02-01 11:35:47,BATCH_20260313_002,Promoted
E100169,EMP1169,Kavya,Verma,Female,1984-09-07,2015-11-16,Supply Chain,Territory Business Executive,,North,Rajasthan,Rajasthan,Jodhpur,HQ-N-354,kavya.verma169@pharmaco.com,+91-8398410571,Active,"11,50,705.00",Plan C,SAP,2025-10-15 18:22:43,2025-08-23 22:42:27,BATCH_20260313_001,Transferred
E100170,EMP1170,Siddharth,Jain,Female,1994-11-15,not available,Medical Affairs,Area Sales Manager,,South,Kerala,Kerala,Thiruvananthapuram,HQ-S-748,siddharth.jain170@pharmaco.com,+91-8613115539,Active,"14,24,261.00",Plan A,SFA App,2025-07-17 23:16:23,2025-08-20 14:25:00,BATCH_20260313_003,
E100171,EMP1171, Kavya  ,Nair,Male,14/12/1984,2018-05-15,HR,Medical Representative,E100081,East,Assam,Assam,Guwahati,HQ-E-241,kavya.nair171@pharmaco.com,+91-7073127233,Active,"9,09,779.00",Plan A,SFA App,2025-08-05 06:46:04,2026-01-06 10:50:30,BATCH_20260313_001,New Joiner
E100172,EMP1172,Meera,Verma,Female,1977-07-05,2015-11-18,Supply Chain,Area Sales Manager,,Central,Madhya Pradesh,Madhya Pradesh,Gwalior,HQ-C-990,meera.verma172@pharmaco.com,+91-9648480958,Active,"3,03,979.00",Plan C,SFA App,2024-02-25 09:33:02,2025-06-13 17:36:09,BATCH_20260313_002,Backfill
E100173,EMP1173,Karan,Bose,Female,1984-12-17,04/01/2016,Supply Chain,Area Sales Manager,E100101,South,Tamil Nadu,Tamil Nadu,Chennai,HQ-S-368,karan.bose173@pharmaco.com,+91-9323553651,Active,"18,78,098.00",Plan A,SFA App,2025-07-26 06:31:25,2025-11-30 18:12:35,BATCH_20260313_003,Backfill
E100174,EMP1174,Riya,Kapoor,Female,1980-01-18,01/02/2016,Sales,Territory Business Executive,E100109,South,Tamil Nadu,Tamil Nadu,Chennai,HQ-S-273,riya.kapoor174@pharmaco.com,+91-9447982663,Active,"5,85,803.00",Plan B,SAP,2024-08-27 06:43:23,2025-03-21 23:54:05,BATCH_20260313_001,
E100175,EMP1175,Kiara,Sharma,Male,1995-03-10,2018-06-03,Sales,Territory Business Executive,E100085,South,Kerala,Kerala,Kochi,HQ-S-661,kiara.sharma175@pharmaco.com,+91-6607082537,Active,"16,81,444.00",Plan A,SFA App,2025-08-19 21:33:02,2025-05-11 05:03:18,BATCH_20260313_001,Backfill
E100176,EMP1176,Aarav,Patel,Female,1991-02-27,2024-07-22,Sales,Medical Representative,E100005,East,West Bengal,West Bengal,Siliguri,HQ-E-826,aarav.patel176@pharmaco.com,+91-9722760596,Active,"4,64,592.00",Plan A,CRM,2025-05-27 14:35:59,2025-12-31 00:02:15,BATCH_20260313_003,Promoted
E100177,EMP1177,Ananya, Sharma  ,Female,1988-07-24,2022-01-04,Sales,Medical Representative,E100129,East,Jharkhand,Jharkhand,Jamshedpur,HQ-E-130,ananya.sharma177@pharmaco.com,+91-6968870326,Active,"11,03,859.00",Plan C,CRM,2024-03-30 23:24:33,2025-12-14 19:55:40,BATCH_20260313_003,Transferred
E100178,EMP1178,Ishaan,Kapoor,Male,1995-02-24,2018-09-10,HR,Territory Business Executive,E100053,West,Gujarat,Gujarat,Vadodara,HQ-W-822,ishaan.kapoor178@pharmaco.com,+91-7847112068,On Leave,"18,94,911.00",Plan A,CRM,2024-11-21 02:35:34,2026-01-04 03:11:20,BATCH_20260313_001,
E100179,EMP1179,Meera,Bose,Female,1987-04-13,2022-02-21,Supply Chain,Territory Business Executive,E100049,East,Jharkhand,Jharkhand,Jamshedpur,HQ-E-710,meera.bose179@pharmaco.com,+91-7543015709,Active,"12,79,507.00",Plan A,SFA App,2025-12-30 20:23:11,2026-03-13 12:31:30,BATCH_20260313_001,Transferred
E100180,EMP1180,Pooja,Sharma,Female,1984-02-06,2017-06-30,HR,Territory Business Executive,E100017,South,Tamil Nadu,Tamil Nadu,Chennai,HQ-S-432,pooja.sharma180@pharmaco.com,+91-7836337675,Active,"3,67,716.00",Plan C,SFA App,2024-11-16 12:39:47,2025-10-20 19:34:33,BATCH_20260313_003,
E100181,EMP1181,VIKram,Verma,Male,1992-09-29,2021-01-12,Finance,Medical Representative,,Central,Madhya Pradesh,Madhya Pradesh,Indore,HQ-C-411,vikram.verma181@pharmaco.com,+91-6715054503,Active,"15,65,835.00",Plan A,CRM,2025-04-19 20:28:05,2026-01-05 16:07:11,BATCH_20260313_003,Backfill
E100182,EMP1182,Rahul,Bose,Male,1984-01-22,2025-01-20,Sales,Area Sales Manager,E100024,South,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,HQ-S-823,rahul.bose182@pharmaco.com,+91-8249778189,Active,"18,04,364.00",Plan C,CRM,2025-01-22 17:24:02,2026-01-29 05:58:21,BATCH_20260313_003,Transferred
E100183,EMP1183,Vihaan,Kapoor,Male,01/07/1995,11/10/2025,Sales,Product Executive,E100047,South,Tamil Nadu,Tamil Nadu,Chennai,HQ-S-975,vihaan.kapoor183@pharmaco.com,+91-8611271078,Inactive,"7,78,867.00",Plan A,SFA App,2025-04-09 13:28:05,2025-11-04 19:00:15,BATCH_20260313_003,Promoted
E100184,EMP1184,Vihaan,Iyer,Female,1981-07-09,31/05/2015,Sales,Regional Sales Manager,E100171,Central,Rajasthan,Rajasthan,Jaipur,HQ-C-282,vihaan.iyer184@pharmaco.com,+91-8838649569,Active,"15,27,740.00",Plan C,CRM,2025-04-11 23:37:23,2025-01-19 02:49:19,BATCH_20260313_002,Promoted
,EMP1185,Anjali,Patel,Male,24 Apr 1987,2022-10-16,Sales,Medical Representative,E100106,West,Maharashtra,Maharashtra,Nashik,HQ-W-641,anjali.patel185@pharmaco.com,+91-8957747588,Active,"17,62,278.00",Plan B,SFA App,2025-09-15 10:16:33,2025-10-22 19:22:59,BATCH_20260313_001,Backfill
E100186,EMP1186,DIVYA,Das,Male,1988-01-12,2017/08/11,Supply Chain,Territory Business Executive,,Central,Bihar,Bihar,Muzaffarpur,HQ-C-524,divya.das186@pharmaco.com,+91-8406966240,Active,"7,25,304.00",Plan A,CRM,2025-12-07 09:16:50,2025-02-04 09:19:32,BATCH_20260313_003,Promoted
E100187,EMP1187,Neha,Jain,Female,1976-04-22,2025-10-07,Sales,Area Sales Manager,E100050,North,Delhi,Delhi,Gurugram,HQ-N-761,neha.jain187@pharmaco.com,+91-7978338959,Inactive,"14,06,102.00",Plan B,SFA App,2025-02-27 23:03:53,2025-09-24 09:36:46,BATCH_20260313_003,Promoted
E100188,EMP1188,Myra,KULKarni,Male,1990-11-11,2024-12-16,Medical Affairs,Product Executive,E100039,Central,Rajasthan,Rajasthan,Jaipur,HQ-C-709,myra.kulkarni188@pharmaco.com,+91-7324058623,Active,"9,39,553.00",Plan C,SAP,2024-10-05 13:05:31,2025-05-02 11:28:53,BATCH_20260313_002,Transferred
E100189,EMP1189,Ayaan,Agarwal,Male,1979-02-26,2025-03-30,Supply Chain,Product Executive,E100007,Central,Uttar Pradesh,Uttar Pradesh,Kanpur,HQ-C-850,ayaan.agarwal189@pharmaco.com,+91-7405905813,Active,"4,86,048.00",Plan C,CRM,2024-07-29 23:02:29,2025-07-18 22:55:33,BATCH_20260313_001,
E100190,EMP1190, Nitin  ,Patel,Male,1998-05-09,02/27/2016,Sales,Territory Business Executive,E100080,East,West Bengal,West Bengal,Durgapur,HQ-E-645,nitin.patel190@pharmaco.com,+91-6505306513,Active,"6,10,293.00",Plan B,SAP,2024-01-16 19:35:32,2025-02-22 06:34:22,BATCH_20260313_003,Promoted
E100191,EMP1191,Kiara,Kulkarni,Male,1990-03-12,16/11/2021,Sales,Medical Representative,E100013,East,Odisha,Odisha,Rourkela,HQ-E-283,kiara.kulkarni191@pharmaco.com,+91-8703556018,Active,"17,46,675.00",Plan B,Legacy ERP,2024-11-15 10:52:12,2026-01-01 21:51:34,BATCH_20260313_001,New Joiner
E100192,EMP1192,Vikram,Reddy,Female,1995-11-17,2022-12-19,Sales,Zonal Sales Manager,,Central,Chhattisgarh,Chhattisgarh,Raipur,HQ-C-816,vikram.reddy192@pharmaco.com,+91-9697071731,Inactive,"12,30,603.00",Plan B,SAP,2024-03-07 15:07:22,2025-09-03 14:54:10,BATCH_20260313_002,Promoted
E100193,EMP1193,Siddharth,Reddy,Female,1989-08-14,2016-03-14,Sales,Zonal Sales Manager,,Central,Rajasthan,Rajasthan,Jaipur,HQ-C-349,siddharth.reddy193@pharmaco.com,+91-7648479139,Active,"7,16,707.00",Plan C,SFA App,2025-03-21 18:50:21,2025-10-06 22:15:11,BATCH_20260313_003,
E100194,EMP1194,SWATI,Chawla,Female,1994-12-21,2024-03-21,Sales,Area Sales Manager,E100104,Central,Bihar,Bihar,Patna,HQ-C-162,swati.chawla194@pharmaco.com,+91-9810759268,Active,"18,63,325.00",Plan C,SAP,2024-05-30 21:09:28,2025-09-30 09:24:39,BATCH_20260313_003,New Joiner
E100195,EMP1195,Rahul,Mishra,Female,1994-07-02,2018-06-01,Marketing,Territory Business Executive,E100089,South,Tamil Nadu,Tamil Nadu,Madurai,HQ-S-163,rahul.mishra195@pharmaco.com,+91-6228180081,Active,"14,54,468.00",Plan B,SAP,2024-10-15 00:15:27,2025-12-26 18:25:40,BATCH_20260313_002,New Joiner
E100196,EMP1196,Harsh,Singh,Male,1999-12-01,2017-02-09,Medical Affairs,Area Sales Manager,E100093,West,Madhya Pradesh,Madhya Pradesh,Indore,HQ-W-247,harsh.singh196@pharmaco.com,+91-7875763024,On Leave,"5,64,742.00",Plan A,CRM,2025-10-19 13:55:29,2026-02-08 22:38:59,BATCH_20260313_002,Backfill
E100197,EMP1197,Rohit,Joshi,Male,1983-05-03,2017-07-13,Supply Chain,Medical Representative,E100002,South,Andhra Pradesh,Andhra Pradesh,Guntur,HQ-S-659,rohit.joshi197@pharmaco.com,+91-6162629078,Active,"17,58,245.00",Plan B,SAP,2025-08-17 15:44:05,,BATCH_20260313_002,New Joiner
E100198,EMP1198,Shreya,Patel,Male,1978-07-03,2022-06-11,Sales,Regional Sales Manager,E100139,Central,Madhya Pradesh,Madhya Pradesh,Gwalior,HQ-C-111,shreya.patel198@pharmaco.com,+91-8015337791,Active,"9,75,235.00",Plan B,Legacy ERP,2024-10-28 09:10:02,2025-12-22 19:47:19,BATCH_20260313_003,Backfill
E100199,EMP1199,Naveen, Kulkarni  ,Female,03/23/1976,2018-04-10,Sales,Medical Representative,E100022,East,West Bengal,West Bengal,Durgapur,HQ-E-363,,+91-6749960739,Inactive,"18,29,726.00",Plan A,SFA App,2025-01-13 05:16:50,2025-12-25 07:31:11,BATCH_20260313_003,
E100200,EMP1200,Nitin,Nair,Female,03/09/1992,2019-08-19,Finance,Product Executive,E100113,East,West Bengal,West Bengal,Kolkata,HQ-E-218,nitin.nair200@pharmaco.com,+91-8045400609,Active,"18,44,791.00",Plan C,CRM,2025-01-23 21:45:24,2025-08-31 08:09:33,BATCH_20260313_002,
E100201,EMP1201,Rahul,Pillai,Female,1998-10-31,2025-04-16,Medical Affairs,Medical Representative,E100111,East,Jharkhand,Jharkhand,Jamshedpur,HQ-E-200,rahul.pillai201@pharmaco.com,+91-7980446323,Active,"18,50,957.00",Plan A,CRM,2025-06-16 10:43:44,2025-04-03 10:35:00,BATCH_20260313_003,
E100202,EMP1202,REYANSH,pillai,Male,1987-09-16,2017/06/17,Sales,Medical Representative,E100009,North,Delhi,Delhi,Noida,HQ-N-233,reyansh.pillai202@pharmaco.com,+91-8782734390,Active,"6,67,487.00",Plan A,CRM,2024-09-16 09:29:42,2025-02-08 20:29:59,BATCH_20260313_002,New Joiner
E100203,EMP1203,Arjun,mehta,Female,11/09/1977,2018/09/24,Supply Chain,Medical Representative,E100068,East,Bihar,Bihar,Patna,HQ-E-887,arjun.mehta203@pharmaco.com,+91-6456339011,Inactive,"17,80,303.00",Plan B,SAP,2024-02-05 02:04:36,2026-01-08 08:49:28,BATCH_20260313_001,New Joiner
E100204,EMP1204,Sneha,Mehta,Female,2000-10-10,2019-05-22,Sales,Medical Representative,E100182,South,Karnataka,Karnataka,Bengaluru,HQ-S-931,sneha.mehta204@pharmaco.com,+91-6014204998,Active,"17,25,485.00",Plan B,SAP,2025-08-03 17:59:22,2025-06-20 21:19:25,BATCH_20260313_001,
E100205,EMP1205,Sai,Bose,Female,1982-12-03,2017-04-11,Supply Chain,Medical Representative,E100099,East,Assam,Assam,Silchar,HQ-E-467,sai.bose205@pharmaco.com,+91-7881125866,Active,"5,73,481.00",Plan A,CRM,2024-01-26 23:37:15,2025-09-08 12:04:50,BATCH_20260313_003,Promoted
E100206,EMP1206,Vivaan,Verma,Female,1976-12-02,2023-02-01,Sales,Medical Representative,E100055,West,Chhattisgarh,Chhattisgarh,Bilaspur,HQ-W-649,vivaan.verma206@pharmaco.com,+91-9972053670,Active,"18,22,370.00",Plan A,SFA App,2025-10-31 00:30:58,2025-11-13 01:15:44,BATCH_20260313_003,Transferred
E100207,EMP1207,Vihaan,Mishra,Female,1982-08-28,2021-11-08,Supply Chain,Medical Representative,E100017,North,Punjab,Punjab,Jalandhar,HQ-N-164,vihaan.mishra207@pharmaco.com,+91-9485456278,Active,"18,27,548.00",Plan C,SFA App,2024-11-28 03:43:36,2025-10-07 04:20:53,BATCH_20260313_001,
E100208,EMP1208,Arjun,Reddy,Male,05 Aug 1991,2016-11-19,Sales,Product Executive,E100113,Central,Chhattisgarh,Chhattisgarh,Bilaspur,HQ-C-896,arjun.reddy208@pharmaco.com,+91-6346700963,Active,"6,56,256.00",Plan A,Legacy ERP,2025-03-02 22:51:50,2026-01-31 15:44:08,BATCH_20260313_001,Transferred
E100209,EMP1209,Pooja,Gupta,Female,2001-09-30,04-06-2015,HR,Regional Sales Manager,E100128,East,Assam,Assam,Silchar,HQ-E-296,pooja.gupta209@pharmaco.com,+91-6410959012,Active,"18,76,201.00",Plan C,CRM,2025-04-20 20:42:13,2025-05-22 01:12:07,BATCH_20260313_001,New Joiner
E100210,EMP1210,Aditya,Verma,Male,1986-04-11,2019-11-16,Marketing,Medical Representative,E100207,West,Gujarat,Gujarat,Ahmedabad,HQ-W-280,aditya.verma210@pharmaco.com,639915,Active,"7,73,459.00",Plan C,SFA App,2025-08-29 18:20:26,2025-04-12 23:43:57,BATCH_20260313_002,Transferred
E100211,EMP1211,Reyansh,Gupta,Male,1984-11-24,2019-03-19,Supply Chain,Territory Business Executive,E100150,North,Haryana,Haryana,Gurugram,HQ-N-282,reyansh.gupta211@pharmaco.com,+91-9091608595,Active,"10,32,018.00",Plan B,CRM,2024-12-09 04:02:44,2025-10-19 01:17:08,BATCH_20260313_001,New Joiner
E100212,EMP1212,Neha,Gupta,Male,2002-06-07,2023-11-08,Finance,Regional Sales Manager,E100148,West,Madhya Pradesh,Madhya Pradesh,Bhopal,HQ-W-982,neha.gupta212@pharmaco.com,+91-9594840494,Active,"3,10,416.00",Plan C,SFA App,2024-09-09 07:20:27,2025-10-24 07:57:59,BATCH_20260313_003,Transferred
E100213,EMP1213,Aditya,Verma,Male,1976-07-04,2020-08-27,HR,Product Executive,E100101,Central,Madhya Pradesh,Madhya Pradesh,Indore,HQ-C-671,aditya.verma213@pharmaco.com,+91-7746411355,Inactive,"5,58,317.00",Plan B,Legacy ERP,2024-09-01 20:05:01,2025-09-03 21:19:10,BATCH_20260313_003,New Joiner
E100214,EMP1214,Vikram,Bose,Male,1983-04-19,19 Jul 2019,Supply Chain,Territory Business Executive,E100095,Central,Rajasthan,Rajasthan,Jaipur,HQ-C-440,vikram.bose214@pharmaco.com,+91-9233629376,Active,"15,64,508.00",Plan C,CRM,2025-12-02 02:39:56,2025-06-21 23:59:03,BATCH_20260313_003,Promoted
E100215,EMP1215,Amit,Bose,Female,2000-01-25,18/12/2016,Marketing,Medical Representative,E100144,North,Delhi,Delhi,Noida,HQ-N-855,amit.bose215@pharmaco.com,+91-9018690355,Active,"18,42,413.00",Plan A,Legacy ERP,2024-12-27 08:32:43,2025-08-05 08:03:04,BATCH_20260313_002,Promoted
E100216,EMP1216,Kavya,Reddy,Male,1998-11-26,2024-04-03,Sales,Area Sales Manager,E100116,West,Madhya Pradesh,Madhya Pradesh,Gwalior,HQ-W-189,kavya.reddy216@pharmaco.com,+91-7238551232,Inactive,"4,41,370.00",Plan A,CRM,2024-10-09 03:44:09,2025-09-12 04:55:13,BATCH_20260313_003,
E100217,EMP1217,harsh,Nair,Female,1975-12-18,2023-04-10,Sales,Medical Representative,E100017,East,Jharkhand,Jharkhand,Dhanbad,HQ-E-761,harsh.nair217@pharmaco.com,+91-8859826923,Active,"14,30,222.00",Plan B,SFA App,2024-11-07 18:08:57,2026-02-09 09:10:50,BATCH_20260313_002,Transferred
E100218,EMP1218,Vihaan,Nair,Male,2002-10-01,2016-11-12,Sales,Area Sales Manager,,West,Goa,Goa,Margao,HQ-W-782,vihaan.nair218@pharmaco.com,+91-6502156141,Active,"9,44,012.00",Plan C,CRM,2025-03-27 08:23:11,2025-04-16 17:45:02,BATCH_20260313_003,Promoted
E100219,EMP1219,Nisha,Joshi,Female,13 Feb 1976,2016-05-12,HR,Area Sales Manager,E100128,East,Odisha,Odisha,Cuttack,HQ-E-619,nisha.joshi219@pharmaco.com,+91-8035430829,Inactive,"18,61,591.00",Plan C,CRM,2025-08-01 23:58:59,2025-08-15 10:44:07,BATCH_20260313_003,New Joiner
E100220,EMP1220,Anjali,Reddy,Male,1984-11-19,2024-06-06,Sales,Medical Representative,E100024,North,Punjab,Punjab,Jalandhar,HQ-N-885,anjali.reddy220@pharmaco.com,664566,Active,"16,99,904.00",Plan C,SAP,2025-06-08 12:12:31,2025-06-12 19:38:32,BATCH_20260313_001,Promoted
E100221,EMP1221,Rohit,Agarwal,Female,1990-10-05,2018-11-13,Sales,Medical Representative,E100115,West,Gujarat,Gujarat,Vadodara,HQ-W-553,rohit.agarwal221@pharmaco.com,+91-9855693538,Active,"11,48,627.00",Plan A,SAP,2024-05-27 06:19:30,2025-09-26 10:04:59,BATCH_20260313_003,New Joiner
E100222,EMP1222,Riya,Kapoor,Male,1981-02-21,2021-05-15,Sales,Area Sales Manager,E100214,North,Delhi,Delhi,Noida,HQ-N-699,riya.kapoor222@pharmaco.com,+91-7990510491,Active,"2,85,131.00",Plan A,Legacy ERP,2024-11-03 20:53:40,2025-08-30 03:41:42,BATCH_20260313_002,New Joiner
E100223,EMP1223,Ira,Sharma,Female,1977-12-29,2025-11-19,Sales,Medical Representative,E100093,South,Andhra Pradesh,Andhra Pradesh,Guntur,HQ-S-810,ira.sharma223@pharmaco.com,+91-9148027496,Active,"8,24,288.00",Plan A,SAP,2024-05-29 10:29:56,2025-12-21 04:22:10,BATCH_20260313_001,Promoted
E100224,EMP1224,Priya,Verma,Male,1978-06-12,2025-07-02,Sales,Area Sales Manager,E100197,East,Jharkhand,Jharkhand,Dhanbad,HQ-E-946,priya.verma224@pharmaco.com,+91-7165907403,Active,"17,23,567.00",Plan B,SAP,2025-07-01 18:22:52,2025-03-15 00:08:33,BATCH_20260313_002,Promoted
E100225,EMP1225,Ananya,Reddy,Male,1983-06-15,2024-04-29,Sales,Area Sales Manager,E100144,West,Madhya Pradesh,Madhya Pradesh,Indore,HQ-W-219,ananya.reddy225@pharmaco.com,+91-8059515129,Active,"17,29,238.00",Plan B,CRM,2025-03-28 19:33:48,2025-06-25 05:45:19,BATCH_20260313_001,
E100226,EMP1226,Ishaan,GUpta,Female,1994-01-21,18 Nov 2015,Sales,Medical Representative,E100201,South,Tamil Nadu,Tamil Nadu,Madurai,HQ-S-625,ishaan.gupta226@pharmaco.com,+91-9902103617,Active,"4,18,930.00",Plan B,SAP,2024-04-08 03:58:38,2025-04-16 18:57:12,BATCH_20260313_001,Promoted
E100227,EMP1227,RIYA,Kulkarni,Male,2002-06-30,2020/08/12,Sales,Medical Representative,E100146,North,Delhi,Delhi,New Delhi,HQ-N-104,riya.kulkarni227@pharmaco.com,+91-6919189079,Inactive,"17,64,272.00",Plan B,Legacy ERP,2025-12-15 18:11:28,2025-12-11 03:11:53,BATCH_20260313_002,New Joiner
E100228,EMP1228,Siya,Kapoor,Female,1995-11-25,05/21/2016,Sales,Territory Business Executive,E100035,West,Gujarat,Gujarat,Vadodara,HQ-W-605,siya.kapoor228@pharmaco.com,+91-8578653296,Active,"17,20,841.00",Plan B,CRM,2025-07-21 13:18:54,2025-08-08 06:54:04,BATCH_20260313_002,Promoted
E100229,EMP1229,Divya,Reddy,Male,1978-10-24,2022-08-03,Sales,Area Sales Manager,E100102,South,Karnataka,Karnataka,Hubballi,HQ-S-272,divya.reddy229@pharmaco.com,+91-7454411858,Active,"11,27,855.00",Plan A,CRM,2025-03-10 23:31:17,2026-01-27 22:49:37,BATCH_20260313_003,Promoted
E100230,EMP1230,Nitin,Yadav,Male,24 May 1995,2016-08-26,HR,Area Sales Manager,E100065,West,Goa,Goa,Margao,HQ-W-610,nitin.yadav230@pharmaco.com,+91-7643396139,Active,"9,65,676.00",Plan A,Legacy ERP,2025-09-28 19:06:48,2025-02-09 21:48:33,BATCH_20260313_002,New Joiner
E100231,EMP1231,DIvya,Das,Male,1999-04-01,2024-01-29,Sales,Area Sales Manager,E100196,South,Telangana,Telangana,Nizamabad,HQ-S-485,divya.das231@pharmaco.com,+91-6759647311,Active,"9,15,530.00",Plan C,CRM,2025-05-18 13:08:19,2026-01-02 12:31:48,BATCH_20260313_001,Backfill
E100232,EMP1232,Harsh,Kulkarni,Female,1997-09-23,2016-10-02,Sales,Area Sales Manager,E100068,West,Chhattisgarh,Chhattisgarh,Durg,HQ-W-162,,+91-9594604802,Active,"18,36,206.00",Plan C,SAP,2025-10-02 10:24:06,2025-08-08 11:22:26,BATCH_20260313_002,
E100233,EMP1233, Meera  ,KULKarni,Female,1988-09-04,2024-09-29,Sales,Zonal Sales Manager,,South,Tamil Nadu,Tamil Nadu,Chennai,HQ-S-702,,+91-8449649820,Active,"14,80,700.00",Plan A,SFA App,2024-04-12 22:43:13,2025-06-22 15:32:51,BATCH_20260313_003,Promoted
E100234,EMP1234,Amit,Kapoor,Female,1978-05-19,2025-12-03,Sales,Regional Sales Manager,E100138,South,Kerala,Kerala,Thiruvananthapuram,HQ-S-331,amit.kapoor234@pharmaco.com,+91-9082527402,Active,"4,78,670.00",Plan C,Legacy ERP,2024-10-06 02:36:51,2025-09-29 15:27:13,BATCH_20260313_002,
E100235,EMP1235,Rohit,Joshi,Male,1998-02-12,26 Oct 2017,Sales,Medical Representative,E100196,East,Assam,Assam,Silchar,HQ-E-578,rohit.joshi235@pharmaco.com,+91-9474342816,Active,"18,92,959.00",Plan B,SAP,2025-06-18 06:23:29,2025-03-17 07:09:47,BATCH_20260313_003,Promoted
E100236,EMP1236,Arjun,Singh,Male,1982-03-16,2018-03-21,Finance,Medical Representative,E100154,West,Madhya Pradesh,Madhya Pradesh,Indore,HQ-W-947,arjun.singh236@pharmaco.com,+91-7873176604,Active,"3,57,602.00",Plan A,CRM,2024-10-06 04:01:16,2026-02-09 08:42:35,BATCH_20260313_001,
E100237,EMP1237,Sai,Jain,Male,1993-04-04,2025-02-05,Marketing,Territory Business Executive,E100172,West,Maharashtra,Maharashtra,Mumbai,HQ-W-612,sai.jain237@pharmaco.com,+91-9560448797,Active,"13,81,550.00",Plan B,SFA App,2024-04-02 07:38:07,2026-01-31 10:21:53,BATCH_20260313_003,New Joiner
E100238,EMP1238, Ishaan  ,Reddy,Male,1993-04-26,2019-12-06,Sales,Territory Business Executive,E100151,South,Andhra Pradesh,Andhra Pradesh,Vijayawada,HQ-S-799,ishaan.reddy238@pharmaco.com,+91-9368427966,Inactive,"10,41,262.00",Plan B,Legacy ERP,2024-11-11 00:41:57,2025-11-07 01:53:47,BATCH_20260313_003,
E100239,EMP1239,Sneha,Mishra,Female,1980-06-22,2025-02-16,Marketing,Zonal Sales Manager,,South,Telangana,Telangana,Nizamabad,HQ-S-408,sneha.mishra239@pharmaco.com,+91-7011294963,Active,"6,16,020.00",Plan B,Legacy ERP,2025-10-21 13:50:02,2025-05-21 02:52:49,BATCH_20260313_002,New Joiner
E100240,EMP1240,Rohit,Reddy,Female,1977-12-23,2020-09-04,Supply Chain,Zonal Sales Manager,,West,Goa,Goa,Vasco da Gama,HQ-W-756,rohit.reddy240@pharmaco.com,+91-9397402104,Active,"2,86,450.00",Plan B,CRM,2025-10-05 09:20:36,2025-02-12 03:10:15,BATCH_20260313_003,Transferred
E100241,EMP1241,Nisha,Das,Female,2001-08-08,2016-12-11,Finance,Medical Representative,E100205,Central,Bihar,Bihar,Gaya,HQ-C-954,nisha.das241@pharmaco.com,+91-6098655791,Inactive,"16,37,081.00",Plan C,CRM,2024-04-01 14:12:16,2025-12-26 05:03:25,BATCH_20260313_003,New Joiner
E100242,EMP1242,Sai,Agarwal,Female,03 Aug 1998,02/27/2015,Sales,Area Sales Manager,E100236,Central,Uttar Pradesh,Uttar Pradesh,Kanpur,HQ-C-394,sai.agarwal242@pharmaco.com,+91-7852456283,Active,"15,38,464.00",Plan A,Legacy ERP,2025-11-24 06:26:11,2025-07-29 04:01:18,BATCH_20260313_002,Transferred
